comparison,group1,group2,layer,metric,cohens_d,perm_p,significant,n1,n2
CoT Success vs Direct Success,G4,G2,28,cos_to_late_window,2.6738694297421888,0.0,True,253,198
CoT Failure vs Direct Failure,G3,G1,0,speed,-0.8081676957049858,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,1,speed,-0.745777036324229,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,2,speed,-0.5923558424155206,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,3,speed,-0.5786886220035293,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,4,speed,-0.5743042839324503,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,5,speed,-0.5739548450645117,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,6,speed,-0.5732633460214442,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,7,speed,-0.5718036571079095,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,8,speed,-0.5624164957110134,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,9,speed,-0.5631238136347956,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,10,speed,-0.5636055429065839,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,11,speed,-0.563616739570145,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,12,speed,-0.5663370952755852,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,13,speed,-0.5658450836465326,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,14,speed,-0.5666750146082215,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,15,speed,-0.5661513203793198,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,16,speed,-0.565598099100126,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,17,speed,-0.565616266147058,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,18,speed,-0.5627227003407429,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,19,speed,-0.5637971763243919,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,20,speed,-0.5794360922781115,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,21,speed,-0.5862040325435461,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,22,speed,-0.6032465258915859,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,23,speed,-0.6343959802115622,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,24,speed,-0.6762093265679495,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,25,speed,-0.7040862938402368,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,26,speed,-0.7432123436984658,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,27,speed,-5.722820007038298,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,28,speed,-4.8212391755367054,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,0,dir_consistency,-0.11477190598080392,0.497,False,47,102
CoT Failure vs Direct Failure,G3,G1,1,dir_consistency,-1.7271203947361213,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,2,dir_consistency,-2.2303673114573757,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,3,dir_consistency,-2.240483385804303,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,4,dir_consistency,-1.9026438038300537,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,5,dir_consistency,-1.53509804753305,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,6,dir_consistency,-1.4630106275113655,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,7,dir_consistency,-1.4801470843171516,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,8,dir_consistency,-1.712683901227438,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,9,dir_consistency,-1.3119738526638176,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,10,dir_consistency,-1.1142705324612485,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,11,dir_consistency,-0.9823602228936926,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,12,dir_consistency,-1.2052383719679307,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,13,dir_consistency,-1.2714631184678247,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,14,dir_consistency,-1.2672091327765151,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,15,dir_consistency,-1.1521435845138717,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,16,dir_consistency,-0.9630253549993472,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,17,dir_consistency,-0.9532877070598693,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,18,dir_consistency,-0.712181358553365,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,19,dir_consistency,-0.9302187130096617,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,20,dir_consistency,-1.0743879759190753,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,21,dir_consistency,-0.9631851940339283,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,22,dir_consistency,-0.42225611716366057,0.014,True,47,102
CoT Failure vs Direct Failure,G3,G1,23,dir_consistency,-0.5491311106408839,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,24,dir_consistency,-0.3391542415122156,0.069,False,47,102
CoT Failure vs Direct Failure,G3,G1,25,dir_consistency,0.0015105169302471002,0.997,False,47,102
CoT Failure vs Direct Failure,G3,G1,26,dir_consistency,0.24558321059558322,0.179,False,47,102
CoT Failure vs Direct Failure,G3,G1,27,dir_consistency,0.7431391965185976,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,28,dir_consistency,-0.20288514043932715,0.239,False,47,102
CoT Failure vs Direct Failure,G3,G1,0,effective_dim,-1.5825071283532282,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,1,effective_dim,-0.9805063124586567,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,2,effective_dim,0.4187215924418558,0.012,True,47,102
CoT Failure vs Direct Failure,G3,G1,3,effective_dim,0.40877192165886034,0.015,True,47,102
CoT Failure vs Direct Failure,G3,G1,4,effective_dim,0.4262064993462192,0.011,True,47,102
CoT Failure vs Direct Failure,G3,G1,5,effective_dim,0.39011867216485974,0.024,True,47,102
CoT Failure vs Direct Failure,G3,G1,6,effective_dim,0.40334147992063657,0.018,True,47,102
CoT Failure vs Direct Failure,G3,G1,7,effective_dim,0.41724383037135365,0.015,True,47,102
CoT Failure vs Direct Failure,G3,G1,8,effective_dim,0.45105161582286507,0.007,True,47,102
CoT Failure vs Direct Failure,G3,G1,9,effective_dim,0.4473296389359155,0.008,True,47,102
CoT Failure vs Direct Failure,G3,G1,10,effective_dim,0.4153949185370089,0.015,True,47,102
CoT Failure vs Direct Failure,G3,G1,11,effective_dim,0.4396635757887307,0.01,True,47,102
CoT Failure vs Direct Failure,G3,G1,12,effective_dim,0.45800816478942724,0.005,True,47,102
CoT Failure vs Direct Failure,G3,G1,13,effective_dim,0.45740393534272883,0.005,True,47,102
CoT Failure vs Direct Failure,G3,G1,14,effective_dim,0.49525189290947397,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,15,effective_dim,0.5278411099103958,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,16,effective_dim,0.569769302894807,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,17,effective_dim,0.5448783009004341,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,18,effective_dim,0.488973245758635,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,19,effective_dim,0.46573341678889546,0.005,True,47,102
CoT Failure vs Direct Failure,G3,G1,20,effective_dim,0.4339185181365344,0.011,True,47,102
CoT Failure vs Direct Failure,G3,G1,21,effective_dim,0.3743399794631931,0.033,True,47,102
CoT Failure vs Direct Failure,G3,G1,22,effective_dim,0.2578022251198656,0.152,False,47,102
CoT Failure vs Direct Failure,G3,G1,23,effective_dim,0.1627084905777626,0.362,False,47,102
CoT Failure vs Direct Failure,G3,G1,24,effective_dim,0.04637755856081799,0.807,False,47,102
CoT Failure vs Direct Failure,G3,G1,25,effective_dim,0.04300593865858426,0.815,False,47,102
CoT Failure vs Direct Failure,G3,G1,26,effective_dim,-0.02316097042662832,0.895,False,47,102
CoT Failure vs Direct Failure,G3,G1,27,effective_dim,-8.532882662440215,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,28,effective_dim,-4.49941931613611,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,0,radius_of_gyration,-0.6046850876555794,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,1,radius_of_gyration,-0.9413170092998391,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,2,radius_of_gyration,-0.5938061391053201,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,3,radius_of_gyration,-0.575046617252611,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,4,radius_of_gyration,-0.5738962490471682,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,5,radius_of_gyration,-0.57346949564661,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,6,radius_of_gyration,-0.5728940791181785,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,7,radius_of_gyration,-0.573120419596541,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,8,radius_of_gyration,-0.5720926747477941,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,9,radius_of_gyration,-0.572164414232269,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,10,radius_of_gyration,-0.5721649803901715,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,11,radius_of_gyration,-0.572198239555364,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,12,radius_of_gyration,-0.5727206044709838,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,13,radius_of_gyration,-0.5726761169066835,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,14,radius_of_gyration,-0.5729616326190051,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,15,radius_of_gyration,-0.5729604140602186,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,16,radius_of_gyration,-0.5730831606277635,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,17,radius_of_gyration,-0.5734700930102914,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,18,radius_of_gyration,-0.5733143525619628,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,19,radius_of_gyration,-0.5738775583810587,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,20,radius_of_gyration,-0.5763802053827725,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,21,radius_of_gyration,-0.5783171819653592,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,22,radius_of_gyration,-0.5802679332274799,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,23,radius_of_gyration,-0.5866545577392014,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,24,radius_of_gyration,-0.5927301738127214,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,25,radius_of_gyration,-0.5961488176439721,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,26,radius_of_gyration,-0.6009602959177399,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,27,radius_of_gyration,-6.575139439946561,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,28,radius_of_gyration,-3.483021984409303,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,0,msd_exponent,-1.3046248403677294,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,1,msd_exponent,-1.4730284516435395,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,2,msd_exponent,0.5322445690960749,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,3,msd_exponent,0.5117892432822178,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,4,msd_exponent,0.49400845828035866,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,5,msd_exponent,0.5351324082104667,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,6,msd_exponent,0.5580799051211982,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,7,msd_exponent,0.5700294181444274,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,8,msd_exponent,0.5654367667317747,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,9,msd_exponent,0.5597593607586808,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,10,msd_exponent,0.5589225477960408,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,11,msd_exponent,0.5685590116624355,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,12,msd_exponent,0.5772703178836021,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,13,msd_exponent,0.5915539349964077,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,14,msd_exponent,0.6033073919177772,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,15,msd_exponent,0.6043371133984756,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,16,msd_exponent,0.5483715336958703,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,17,msd_exponent,0.5468997930751223,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,18,msd_exponent,0.5193432041390891,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,19,msd_exponent,0.4951335342845682,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,20,msd_exponent,0.46156465153566584,0.007,True,47,102
CoT Failure vs Direct Failure,G3,G1,21,msd_exponent,0.4644272714198698,0.006,True,47,102
CoT Failure vs Direct Failure,G3,G1,22,msd_exponent,0.4578846498066307,0.007,True,47,102
CoT Failure vs Direct Failure,G3,G1,23,msd_exponent,0.5306271852978475,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,24,msd_exponent,0.5525881269792571,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,25,msd_exponent,0.5750292868272768,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,26,msd_exponent,0.6131948457655257,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,27,msd_exponent,1.0766843506661905,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,28,msd_exponent,-2.7851439905081934,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,0,cos_to_late_window,1.4098336893514307,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,1,cos_to_late_window,1.7064914878380821,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,2,cos_to_late_window,1.3925958761115707,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,3,cos_to_late_window,1.6905064020422014,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,4,cos_to_late_window,1.2583427716371132,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,5,cos_to_late_window,1.4900910806262653,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,6,cos_to_late_window,1.239487988509897,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,7,cos_to_late_window,1.1458545305954695,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,8,cos_to_late_window,1.207285341771716,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,9,cos_to_late_window,0.9323056964417472,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,10,cos_to_late_window,0.802396539904034,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,11,cos_to_late_window,0.5725355959757759,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,12,cos_to_late_window,0.5002670493669497,0.005,True,47,102
CoT Failure vs Direct Failure,G3,G1,13,cos_to_late_window,0.601274913071402,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,14,cos_to_late_window,0.4940527392627885,0.005,True,47,102
CoT Failure vs Direct Failure,G3,G1,15,cos_to_late_window,-0.35587206116617565,0.05,False,47,102
CoT Failure vs Direct Failure,G3,G1,16,cos_to_late_window,-0.33206672747859467,0.059,False,47,102
CoT Failure vs Direct Failure,G3,G1,17,cos_to_late_window,-0.28707039752080127,0.104,False,47,102
CoT Failure vs Direct Failure,G3,G1,18,cos_to_late_window,0.5101029236183925,0.002,True,47,102
CoT Failure vs Direct Failure,G3,G1,19,cos_to_late_window,0.8639495609013589,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,20,cos_to_late_window,0.7799801750394082,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,21,cos_to_late_window,1.5049464683556428,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,22,cos_to_late_window,2.032564183379116,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,23,cos_to_late_window,3.00414440896506,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,24,cos_to_late_window,3.249169245644576,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,25,cos_to_late_window,3.869877063870213,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,26,cos_to_late_window,4.087515561520898,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,27,cos_to_late_window,4.313521527030607,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,28,cos_to_late_window,5.545537804829776,0.0,True,47,102
CoT Success vs Direct Failure,G4,G1,0,speed,-1.0853649244868444,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,1,speed,-0.7554220084111472,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,2,speed,-0.21704944978415014,0.062,False,253,102
CoT Success vs Direct Failure,G4,G1,3,speed,-0.16801484537976058,0.133,False,253,102
CoT Success vs Direct Failure,G4,G1,4,speed,-0.1632837823833355,0.156,False,253,102
CoT Success vs Direct Failure,G4,G1,5,speed,-0.16452883856106465,0.148,False,253,102
CoT Success vs Direct Failure,G4,G1,6,speed,-0.16407026343603703,0.153,False,253,102
CoT Success vs Direct Failure,G4,G1,7,speed,-0.16220756009225895,0.163,False,253,102
CoT Success vs Direct Failure,G4,G1,8,speed,-0.15709758054562817,0.182,False,253,102
CoT Success vs Direct Failure,G4,G1,9,speed,-0.15663839230771692,0.183,False,253,102
CoT Success vs Direct Failure,G4,G1,10,speed,-0.1571122553031699,0.182,False,253,102
CoT Success vs Direct Failure,G4,G1,11,speed,-0.15741891970960528,0.181,False,253,102
CoT Success vs Direct Failure,G4,G1,12,speed,-0.15765302030610923,0.181,False,253,102
CoT Success vs Direct Failure,G4,G1,13,speed,-0.15624766482915523,0.184,False,253,102
CoT Success vs Direct Failure,G4,G1,14,speed,-0.15736741388147868,0.182,False,253,102
CoT Success vs Direct Failure,G4,G1,15,speed,-0.15593102504282197,0.185,False,253,102
CoT Success vs Direct Failure,G4,G1,16,speed,-0.15638517857597314,0.183,False,253,102
CoT Success vs Direct Failure,G4,G1,17,speed,-0.15478734680894363,0.188,False,253,102
CoT Success vs Direct Failure,G4,G1,18,speed,-0.15075340642275115,0.195,False,253,102
CoT Success vs Direct Failure,G4,G1,19,speed,-0.151055703137909,0.195,False,253,102
CoT Success vs Direct Failure,G4,G1,20,speed,-0.16348474841766014,0.156,False,253,102
CoT Success vs Direct Failure,G4,G1,21,speed,-0.16572910869329663,0.144,False,253,102
CoT Success vs Direct Failure,G4,G1,22,speed,-0.17766683752085868,0.118,False,253,102
CoT Success vs Direct Failure,G4,G1,23,speed,-0.19938930547514905,0.078,False,253,102
CoT Success vs Direct Failure,G4,G1,24,speed,-0.22985299205696247,0.049,True,253,102
CoT Success vs Direct Failure,G4,G1,25,speed,-0.24979658914760827,0.029,True,253,102
CoT Success vs Direct Failure,G4,G1,26,speed,-0.272349739550666,0.019,True,253,102
CoT Success vs Direct Failure,G4,G1,27,speed,-3.86172163525547,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,28,speed,-4.99104925683293,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,0,dir_consistency,0.301344074695207,0.01,True,253,102
CoT Success vs Direct Failure,G4,G1,1,dir_consistency,-0.25777026017854227,0.025,True,253,102
CoT Success vs Direct Failure,G4,G1,2,dir_consistency,-0.48781060075726085,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,3,dir_consistency,-0.6819412321941364,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,4,dir_consistency,-0.5390902075114404,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,5,dir_consistency,-0.1040250294387954,0.364,False,253,102
CoT Success vs Direct Failure,G4,G1,6,dir_consistency,-0.43032691990056726,0.001,True,253,102
CoT Success vs Direct Failure,G4,G1,7,dir_consistency,-0.5737069101758472,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,8,dir_consistency,-0.9547564101684068,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,9,dir_consistency,-0.5176050299330939,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,10,dir_consistency,-0.3936907697858726,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,11,dir_consistency,-0.045615417424817686,0.697,False,253,102
CoT Success vs Direct Failure,G4,G1,12,dir_consistency,-0.1992545905789583,0.085,False,253,102
CoT Success vs Direct Failure,G4,G1,13,dir_consistency,-0.25188133838601373,0.026,True,253,102
CoT Success vs Direct Failure,G4,G1,14,dir_consistency,-0.15463377195526573,0.178,False,253,102
CoT Success vs Direct Failure,G4,G1,15,dir_consistency,-0.1800520863636337,0.118,False,253,102
CoT Success vs Direct Failure,G4,G1,16,dir_consistency,0.09027156123115734,0.451,False,253,102
CoT Success vs Direct Failure,G4,G1,17,dir_consistency,0.04596034249356781,0.704,False,253,102
CoT Success vs Direct Failure,G4,G1,18,dir_consistency,0.0571876296041851,0.632,False,253,102
CoT Success vs Direct Failure,G4,G1,19,dir_consistency,-0.110223038311178,0.353,False,253,102
CoT Success vs Direct Failure,G4,G1,20,dir_consistency,-0.07614416673046899,0.505,False,253,102
CoT Success vs Direct Failure,G4,G1,21,dir_consistency,-0.04610284945981769,0.687,False,253,102
CoT Success vs Direct Failure,G4,G1,22,dir_consistency,0.3157160188986246,0.007,True,253,102
CoT Success vs Direct Failure,G4,G1,23,dir_consistency,0.16686864964044806,0.135,False,253,102
CoT Success vs Direct Failure,G4,G1,24,dir_consistency,0.5107873271315205,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,25,dir_consistency,0.7583153275095544,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,26,dir_consistency,0.9803934463413924,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,27,dir_consistency,1.343656484436036,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,28,dir_consistency,0.9492670593970894,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,0,effective_dim,-2.2938209355857935,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,1,effective_dim,-2.19507772792075,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,2,effective_dim,-0.12792490613540167,0.266,False,253,102
CoT Success vs Direct Failure,G4,G1,3,effective_dim,-0.12561542076687407,0.276,False,253,102
CoT Success vs Direct Failure,G4,G1,4,effective_dim,-0.10743332821683825,0.356,False,253,102
CoT Success vs Direct Failure,G4,G1,5,effective_dim,-0.11551679087853149,0.317,False,253,102
CoT Success vs Direct Failure,G4,G1,6,effective_dim,-0.1189146985555576,0.305,False,253,102
CoT Success vs Direct Failure,G4,G1,7,effective_dim,-0.12584505713299787,0.274,False,253,102
CoT Success vs Direct Failure,G4,G1,8,effective_dim,-0.11778703599262887,0.308,False,253,102
CoT Success vs Direct Failure,G4,G1,9,effective_dim,-0.09845160655159492,0.397,False,253,102
CoT Success vs Direct Failure,G4,G1,10,effective_dim,-0.10053522196168783,0.386,False,253,102
CoT Success vs Direct Failure,G4,G1,11,effective_dim,-0.09697176802985556,0.401,False,253,102
CoT Success vs Direct Failure,G4,G1,12,effective_dim,-0.0942183226812496,0.413,False,253,102
CoT Success vs Direct Failure,G4,G1,13,effective_dim,-0.0819354328977187,0.473,False,253,102
CoT Success vs Direct Failure,G4,G1,14,effective_dim,-0.05897895902616702,0.602,False,253,102
CoT Success vs Direct Failure,G4,G1,15,effective_dim,-0.020086871494741348,0.866,False,253,102
CoT Success vs Direct Failure,G4,G1,16,effective_dim,0.008186359984281489,0.946,False,253,102
CoT Success vs Direct Failure,G4,G1,17,effective_dim,-0.01144742086286224,0.921,False,253,102
CoT Success vs Direct Failure,G4,G1,18,effective_dim,-0.04379144977876385,0.707,False,253,102
CoT Success vs Direct Failure,G4,G1,19,effective_dim,-0.07973366203452975,0.488,False,253,102
CoT Success vs Direct Failure,G4,G1,20,effective_dim,-0.08870657099785043,0.439,False,253,102
CoT Success vs Direct Failure,G4,G1,21,effective_dim,-0.12858200167741685,0.256,False,253,102
CoT Success vs Direct Failure,G4,G1,22,effective_dim,-0.23439391759980435,0.044,True,253,102
CoT Success vs Direct Failure,G4,G1,23,effective_dim,-0.30378217508621225,0.009,True,253,102
CoT Success vs Direct Failure,G4,G1,24,effective_dim,-0.38361499521290565,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,25,effective_dim,-0.37363757351980115,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,26,effective_dim,-0.4381647745107778,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,27,effective_dim,-8.622863664023928,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,28,effective_dim,-6.14705084777261,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,0,radius_of_gyration,-1.8519766158720048,0.0,True,253,102
