comparison,group1,group2,layer,metric,cohens_d,perm_p,significant,n1,n2
CoT Success vs Direct Failure,G4,G1,1,radius_of_gyration,-1.2430291021476376,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,2,radius_of_gyration,-0.2092149362980143,0.071,False,253,102
CoT Success vs Direct Failure,G4,G1,3,radius_of_gyration,-0.1612461964245961,0.163,False,253,102
CoT Success vs Direct Failure,G4,G1,4,radius_of_gyration,-0.1599742253174223,0.171,False,253,102
CoT Success vs Direct Failure,G4,G1,5,radius_of_gyration,-0.15957009225961546,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,6,radius_of_gyration,-0.15907436470667086,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,7,radius_of_gyration,-0.15911404948875663,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,8,radius_of_gyration,-0.15881907453141372,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,9,radius_of_gyration,-0.15863849533306484,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,10,radius_of_gyration,-0.15874770847183434,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,11,radius_of_gyration,-0.15873897145493993,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,12,radius_of_gyration,-0.15891796378531703,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,13,radius_of_gyration,-0.158849291500018,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,14,radius_of_gyration,-0.15908121967917255,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,15,radius_of_gyration,-0.15903767589347384,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,16,radius_of_gyration,-0.15926339028109726,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,17,radius_of_gyration,-0.15946560589502892,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,18,radius_of_gyration,-0.15945825594589463,0.175,False,253,102
CoT Success vs Direct Failure,G4,G1,19,radius_of_gyration,-0.1598759034274418,0.173,False,253,102
CoT Success vs Direct Failure,G4,G1,20,radius_of_gyration,-0.16163895392488026,0.163,False,253,102
CoT Success vs Direct Failure,G4,G1,21,radius_of_gyration,-0.1628895603975438,0.157,False,253,102
CoT Success vs Direct Failure,G4,G1,22,radius_of_gyration,-0.16452209858736122,0.148,False,253,102
CoT Success vs Direct Failure,G4,G1,23,radius_of_gyration,-0.1690536209480621,0.128,False,253,102
CoT Success vs Direct Failure,G4,G1,24,radius_of_gyration,-0.1732752055289761,0.122,False,253,102
CoT Success vs Direct Failure,G4,G1,25,radius_of_gyration,-0.17649403792980073,0.119,False,253,102
CoT Success vs Direct Failure,G4,G1,26,radius_of_gyration,-0.17973517554160445,0.116,False,253,102
CoT Success vs Direct Failure,G4,G1,27,radius_of_gyration,-4.031930586771969,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,28,radius_of_gyration,-4.681915355815413,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,0,msd_exponent,-2.2129567734270417,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,1,msd_exponent,-1.7316514202445237,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,2,msd_exponent,0.0474125443658434,0.661,False,253,102
CoT Success vs Direct Failure,G4,G1,3,msd_exponent,0.03545039035157903,0.787,False,253,102
CoT Success vs Direct Failure,G4,G1,4,msd_exponent,0.02901993858769947,0.801,False,253,102
CoT Success vs Direct Failure,G4,G1,5,msd_exponent,0.05752748799007669,0.611,False,253,102
CoT Success vs Direct Failure,G4,G1,6,msd_exponent,0.06916205932880301,0.585,False,253,102
CoT Success vs Direct Failure,G4,G1,7,msd_exponent,0.08817223582781063,0.443,False,253,102
CoT Success vs Direct Failure,G4,G1,8,msd_exponent,0.06815966496231594,0.586,False,253,102
CoT Success vs Direct Failure,G4,G1,9,msd_exponent,0.06487534999444064,0.604,False,253,102
CoT Success vs Direct Failure,G4,G1,10,msd_exponent,0.06563809895914573,0.602,False,253,102
CoT Success vs Direct Failure,G4,G1,11,msd_exponent,0.07200534052958893,0.55,False,253,102
CoT Success vs Direct Failure,G4,G1,12,msd_exponent,0.08800373589945004,0.443,False,253,102
CoT Success vs Direct Failure,G4,G1,13,msd_exponent,0.10849216886225697,0.335,False,253,102
CoT Success vs Direct Failure,G4,G1,14,msd_exponent,0.12195560533308593,0.308,False,253,102
CoT Success vs Direct Failure,G4,G1,15,msd_exponent,0.1339659072567465,0.255,False,253,102
CoT Success vs Direct Failure,G4,G1,16,msd_exponent,0.099946717821997,0.41,False,253,102
CoT Success vs Direct Failure,G4,G1,17,msd_exponent,0.09871723240282942,0.424,False,253,102
CoT Success vs Direct Failure,G4,G1,18,msd_exponent,0.084615745491737,0.444,False,253,102
CoT Success vs Direct Failure,G4,G1,19,msd_exponent,0.07834170218129016,0.48,False,253,102
CoT Success vs Direct Failure,G4,G1,20,msd_exponent,0.049100616639444844,0.652,False,253,102
CoT Success vs Direct Failure,G4,G1,21,msd_exponent,0.05951127781418661,0.61,False,253,102
CoT Success vs Direct Failure,G4,G1,22,msd_exponent,0.05524348644683543,0.616,False,253,102
CoT Success vs Direct Failure,G4,G1,23,msd_exponent,0.12392590854299655,0.3,False,253,102
CoT Success vs Direct Failure,G4,G1,24,msd_exponent,0.14818950625159033,0.197,False,253,102
CoT Success vs Direct Failure,G4,G1,25,msd_exponent,0.16773403085437885,0.14,False,253,102
CoT Success vs Direct Failure,G4,G1,26,msd_exponent,0.2090453044194341,0.072,False,253,102
CoT Success vs Direct Failure,G4,G1,27,msd_exponent,1.0213532051783836,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,28,msd_exponent,-3.530574520443572,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,0,cos_to_late_window,0.12511225496055203,0.28,False,253,102
CoT Success vs Direct Failure,G4,G1,1,cos_to_late_window,0.9097427398426781,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,2,cos_to_late_window,1.0233388851987624,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,3,cos_to_late_window,1.2679497239483262,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,4,cos_to_late_window,1.7925416718829528,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,5,cos_to_late_window,1.7818838523218072,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,6,cos_to_late_window,1.7811739683148817,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,7,cos_to_late_window,1.5170127786931493,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,8,cos_to_late_window,1.2926538798331872,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,9,cos_to_late_window,0.7116701017924691,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,10,cos_to_late_window,0.6209503738466331,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,11,cos_to_late_window,0.5732010039099195,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,12,cos_to_late_window,0.3746950902445999,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,13,cos_to_late_window,0.4627304993649632,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,14,cos_to_late_window,0.38143309602003594,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,15,cos_to_late_window,-0.5379036595186173,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,16,cos_to_late_window,-0.6405381648794646,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,17,cos_to_late_window,-0.17930781913966623,0.118,False,253,102
CoT Success vs Direct Failure,G4,G1,18,cos_to_late_window,0.7891863014127303,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,19,cos_to_late_window,1.6518081634508093,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,20,cos_to_late_window,1.0681689000874808,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,21,cos_to_late_window,2.137578169343657,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,22,cos_to_late_window,3.3107028970817183,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,23,cos_to_late_window,4.380287317456337,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,24,cos_to_late_window,4.488971902801736,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,25,cos_to_late_window,5.049765193177075,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,26,cos_to_late_window,5.1631207394914895,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,27,cos_to_late_window,4.581799457962085,0.0,True,253,102
CoT Success vs Direct Failure,G4,G1,28,cos_to_late_window,6.913011686679577,0.0,True,253,102
CoT Failure vs Direct Success,G3,G2,0,speed,1.2577950843236347,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,1,speed,1.4215111445022934,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,2,speed,-0.2237927222535968,0.169,False,47,198
CoT Failure vs Direct Success,G3,G2,3,speed,-0.21756217918900933,0.193,False,47,198
CoT Failure vs Direct Success,G3,G2,4,speed,-0.2133565622166844,0.213,False,47,198
CoT Failure vs Direct Success,G3,G2,5,speed,-0.21496698461530575,0.21,False,47,198
CoT Failure vs Direct Success,G3,G2,6,speed,-0.21605496973158725,0.208,False,47,198
CoT Failure vs Direct Success,G3,G2,7,speed,-0.21379328726636251,0.213,False,47,198
CoT Failure vs Direct Success,G3,G2,8,speed,-0.20204645475643765,0.263,False,47,198
CoT Failure vs Direct Success,G3,G2,9,speed,-0.20352764403854115,0.251,False,47,198
CoT Failure vs Direct Success,G3,G2,10,speed,-0.20403818078924235,0.25,False,47,198
CoT Failure vs Direct Success,G3,G2,11,speed,-0.2055182509348984,0.237,False,47,198
CoT Failure vs Direct Success,G3,G2,12,speed,-0.21075265841863763,0.223,False,47,198
CoT Failure vs Direct Success,G3,G2,13,speed,-0.20956309229867248,0.225,False,47,198
CoT Failure vs Direct Success,G3,G2,14,speed,-0.20933933772578128,0.226,False,47,198
CoT Failure vs Direct Success,G3,G2,15,speed,-0.21089148384988177,0.221,False,47,198
CoT Failure vs Direct Success,G3,G2,16,speed,-0.2089659616934779,0.228,False,47,198
CoT Failure vs Direct Success,G3,G2,17,speed,-0.2095524090457452,0.225,False,47,198
CoT Failure vs Direct Success,G3,G2,18,speed,-0.20281249056213707,0.258,False,47,198
CoT Failure vs Direct Success,G3,G2,19,speed,-0.19946581211851133,0.28,False,47,198
CoT Failure vs Direct Success,G3,G2,20,speed,-0.209197179192742,0.226,False,47,198
CoT Failure vs Direct Success,G3,G2,21,speed,-0.2145415021783226,0.209,False,47,198
CoT Failure vs Direct Success,G3,G2,22,speed,-0.2255945977454222,0.162,False,47,198
CoT Failure vs Direct Success,G3,G2,23,speed,-0.2830290886897706,0.087,False,47,198
CoT Failure vs Direct Success,G3,G2,24,speed,-0.35137107391552735,0.037,True,47,198
CoT Failure vs Direct Success,G3,G2,25,speed,-0.3899435024179153,0.016,True,47,198
CoT Failure vs Direct Success,G3,G2,26,speed,-0.4322026256777466,0.004,True,47,198
CoT Failure vs Direct Success,G3,G2,27,speed,-4.278260066081655,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,28,speed,-1.8890895267819272,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,0,dir_consistency,-1.1431040388628253,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,1,dir_consistency,-2.4600898797657784,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,2,dir_consistency,-2.673542910750428,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,3,dir_consistency,-2.7224016211593174,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,4,dir_consistency,-2.7204330879498255,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,5,dir_consistency,-1.5847148779361646,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,6,dir_consistency,-1.7703797428294,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,7,dir_consistency,-2.1850577561376685,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,8,dir_consistency,-2.453375196139276,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,9,dir_consistency,-1.9433258483481217,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,10,dir_consistency,-1.9936242933794424,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,11,dir_consistency,-2.075406784116539,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,12,dir_consistency,-2.227463199552661,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,13,dir_consistency,-2.2173478220725067,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,14,dir_consistency,-2.16324802805282,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,15,dir_consistency,-2.2630459787430115,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,16,dir_consistency,-2.3647375506516415,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,17,dir_consistency,-2.4481385281709294,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,18,dir_consistency,-2.481845575997789,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,19,dir_consistency,-2.2830353890818444,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,20,dir_consistency,-2.3638928634734473,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,21,dir_consistency,-2.506563398894955,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,22,dir_consistency,-1.4445447077980211,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,23,dir_consistency,-1.81039783238725,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,24,dir_consistency,-1.4169049250857606,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,25,dir_consistency,-0.8488376726641337,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,26,dir_consistency,-0.618604759216043,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,27,dir_consistency,-0.24789911776046103,0.122,False,47,198
CoT Failure vs Direct Success,G3,G2,28,dir_consistency,-0.8871115309008193,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,0,effective_dim,1.111639665098381,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,1,effective_dim,1.5886242028459696,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,2,effective_dim,0.4732478601790321,0.001,True,47,198
CoT Failure vs Direct Success,G3,G2,3,effective_dim,0.4853048879339165,0.001,True,47,198
CoT Failure vs Direct Success,G3,G2,4,effective_dim,0.46680228815852676,0.002,True,47,198
CoT Failure vs Direct Success,G3,G2,5,effective_dim,0.3654066077194635,0.021,True,47,198
CoT Failure vs Direct Success,G3,G2,6,effective_dim,0.3678662301738392,0.02,True,47,198
CoT Failure vs Direct Success,G3,G2,7,effective_dim,0.4027496300444578,0.012,True,47,198
CoT Failure vs Direct Success,G3,G2,8,effective_dim,0.44621723166443317,0.004,True,47,198
CoT Failure vs Direct Success,G3,G2,9,effective_dim,0.3833264213076241,0.016,True,47,198
CoT Failure vs Direct Success,G3,G2,10,effective_dim,0.3240593650163422,0.044,True,47,198
CoT Failure vs Direct Success,G3,G2,11,effective_dim,0.3697878846724265,0.02,True,47,198
CoT Failure vs Direct Success,G3,G2,12,effective_dim,0.44378655619622204,0.004,True,47,198
CoT Failure vs Direct Success,G3,G2,13,effective_dim,0.4197366994009542,0.01,True,47,198
CoT Failure vs Direct Success,G3,G2,14,effective_dim,0.432523470011144,0.008,True,47,198
CoT Failure vs Direct Success,G3,G2,15,effective_dim,0.4152708081567371,0.01,True,47,198
CoT Failure vs Direct Success,G3,G2,16,effective_dim,0.4219404606150091,0.009,True,47,198
CoT Failure vs Direct Success,G3,G2,17,effective_dim,0.3714303460787879,0.021,True,47,198
CoT Failure vs Direct Success,G3,G2,18,effective_dim,0.3494248085593753,0.031,True,47,198
CoT Failure vs Direct Success,G3,G2,19,effective_dim,0.32742830762636776,0.042,True,47,198
CoT Failure vs Direct Success,G3,G2,20,effective_dim,0.24686599255392286,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,21,effective_dim,0.21189690978878975,0.221,False,47,198
CoT Failure vs Direct Success,G3,G2,22,effective_dim,0.015198595067374287,0.917,False,47,198
CoT Failure vs Direct Success,G3,G2,23,effective_dim,-0.10623627370131418,0.526,False,47,198
CoT Failure vs Direct Success,G3,G2,24,effective_dim,-0.2717781793147518,0.1,False,47,198
CoT Failure vs Direct Success,G3,G2,25,effective_dim,-0.24810661153929506,0.135,False,47,198
CoT Failure vs Direct Success,G3,G2,26,effective_dim,-0.3203578327019754,0.047,True,47,198
CoT Failure vs Direct Success,G3,G2,27,effective_dim,-3.3345896074613637,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,28,effective_dim,-2.017174231488588,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,0,radius_of_gyration,1.7804391261061772,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,1,radius_of_gyration,1.2463771921884965,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,2,radius_of_gyration,-0.24217000111730116,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,3,radius_of_gyration,-0.22544558432159795,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,4,radius_of_gyration,-0.22418471594535277,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,5,radius_of_gyration,-0.22368419409586218,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,6,radius_of_gyration,-0.2231720330660206,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,7,radius_of_gyration,-0.22333409463272252,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,8,radius_of_gyration,-0.22202054022015147,0.183,False,47,198
CoT Failure vs Direct Success,G3,G2,9,radius_of_gyration,-0.22216918110068815,0.183,False,47,198
CoT Failure vs Direct Success,G3,G2,10,radius_of_gyration,-0.22227619326300893,0.183,False,47,198
CoT Failure vs Direct Success,G3,G2,11,radius_of_gyration,-0.22253328722051102,0.178,False,47,198
CoT Failure vs Direct Success,G3,G2,12,radius_of_gyration,-0.2232606872520697,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,13,radius_of_gyration,-0.22302060787737274,0.164,False,47,198
CoT Failure vs Direct Success,G3,G2,14,radius_of_gyration,-0.2230232917029349,0.164,False,47,198
CoT Failure vs Direct Success,G3,G2,15,radius_of_gyration,-0.22339427604953174,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,16,radius_of_gyration,-0.22303376077922876,0.164,False,47,198
CoT Failure vs Direct Success,G3,G2,17,radius_of_gyration,-0.2235104913350784,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,18,radius_of_gyration,-0.22247200878589826,0.182,False,47,198
CoT Failure vs Direct Success,G3,G2,19,radius_of_gyration,-0.22205412028590152,0.183,False,47,198
CoT Failure vs Direct Success,G3,G2,20,radius_of_gyration,-0.22343080268445395,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,21,radius_of_gyration,-0.2248038288242356,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,22,radius_of_gyration,-0.22508435099472648,0.159,False,47,198
CoT Failure vs Direct Success,G3,G2,23,radius_of_gyration,-0.23461854650551428,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,24,radius_of_gyration,-0.24393653545735147,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,25,radius_of_gyration,-0.2481083083252044,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,26,radius_of_gyration,-0.2534087275967726,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,27,radius_of_gyration,-3.5462634413454333,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,28,radius_of_gyration,-0.781329804341235,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,0,msd_exponent,0.40572443639669087,0.008,True,47,198
CoT Failure vs Direct Success,G3,G2,1,msd_exponent,0.30970272401937776,0.059,False,47,198
CoT Failure vs Direct Success,G3,G2,2,msd_exponent,0.3001913594385337,0.054,False,47,198
CoT Failure vs Direct Success,G3,G2,3,msd_exponent,0.27984298239759237,0.096,False,47,198
CoT Failure vs Direct Success,G3,G2,4,msd_exponent,0.24165898779529463,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,5,msd_exponent,0.25554455715391927,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,6,msd_exponent,0.27246073745759564,0.112,False,47,198
CoT Failure vs Direct Success,G3,G2,7,msd_exponent,0.2868545516562895,0.084,False,47,198
CoT Failure vs Direct Success,G3,G2,8,msd_exponent,0.27978382652509276,0.097,False,47,198
CoT Failure vs Direct Success,G3,G2,9,msd_exponent,0.2782970666710388,0.096,False,47,198
CoT Failure vs Direct Success,G3,G2,10,msd_exponent,0.27044746174269635,0.116,False,47,198
CoT Failure vs Direct Success,G3,G2,11,msd_exponent,0.2824735182986582,0.092,False,47,198
CoT Failure vs Direct Success,G3,G2,12,msd_exponent,0.2748285310494608,0.105,False,47,198
CoT Failure vs Direct Success,G3,G2,13,msd_exponent,0.29654060785110187,0.057,False,47,198
CoT Failure vs Direct Success,G3,G2,14,msd_exponent,0.32644933582870167,0.046,True,47,198
CoT Failure vs Direct Success,G3,G2,15,msd_exponent,0.3325743113197147,0.044,True,47,198
CoT Failure vs Direct Success,G3,G2,16,msd_exponent,0.26771809877865843,0.127,False,47,198
CoT Failure vs Direct Success,G3,G2,17,msd_exponent,0.28124117679628435,0.093,False,47,198
CoT Failure vs Direct Success,G3,G2,18,msd_exponent,0.2618263222704668,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,19,msd_exponent,0.2520932502115918,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,20,msd_exponent,0.23701043347043255,0.136,False,47,198
CoT Failure vs Direct Success,G3,G2,21,msd_exponent,0.23539932010025777,0.135,False,47,198
CoT Failure vs Direct Success,G3,G2,22,msd_exponent,0.24429037077869598,0.134,False,47,198
CoT Failure vs Direct Success,G3,G2,23,msd_exponent,0.23418892461078045,0.138,False,47,198
CoT Failure vs Direct Success,G3,G2,24,msd_exponent,0.21255056969569142,0.222,False,47,198
CoT Failure vs Direct Success,G3,G2,25,msd_exponent,0.2252126962859342,0.164,False,47,198
CoT Failure vs Direct Success,G3,G2,26,msd_exponent,0.2514091152869872,0.133,False,47,198
CoT Failure vs Direct Success,G3,G2,27,msd_exponent,0.5075216197416049,0.003,True,47,198
CoT Failure vs Direct Success,G3,G2,28,msd_exponent,-1.0489209856259183,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,0,cos_to_late_window,0.9659915923578829,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,1,cos_to_late_window,1.1503470497912,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,2,cos_to_late_window,0.986834434091041,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,3,cos_to_late_window,1.2565430261600277,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,4,cos_to_late_window,1.1321957881116782,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,5,cos_to_late_window,1.4511273585779267,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,6,cos_to_late_window,1.249719816891686,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,7,cos_to_late_window,1.2662652130885403,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,8,cos_to_late_window,1.2860025133205466,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,9,cos_to_late_window,1.2992258026918546,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,10,cos_to_late_window,1.3610040642659436,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,11,cos_to_late_window,1.334102876634725,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,12,cos_to_late_window,1.0639338436175247,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,13,cos_to_late_window,1.1624889660032733,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,14,cos_to_late_window,1.1352155379400843,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,15,cos_to_late_window,0.9580149364757039,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,16,cos_to_late_window,0.9966245320196179,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,17,cos_to_late_window,1.1476188914890317,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,18,cos_to_late_window,1.4227388769699416,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,19,cos_to_late_window,1.40426663645116,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,20,cos_to_late_window,1.6980263696287436,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,21,cos_to_late_window,1.8433483083873519,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,22,cos_to_late_window,2.1295175914114823,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,23,cos_to_late_window,2.4895227020698356,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,24,cos_to_late_window,2.7185901443602023,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,25,cos_to_late_window,2.742407037688406,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,26,cos_to_late_window,2.8416942696193317,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,27,cos_to_late_window,3.133502749807429,0.0,True,47,198
CoT Failure vs Direct Success,G3,G2,28,cos_to_late_window,1.9933560521959144,0.0,True,47,198
